RowIndex,Meteorology_Total,SMG_Total,Meteorology_ObjectNames,SMG_ObjectNames,Meteorology_Makers,SMG_Makers,Meteorology_organisations/institutions,SMG_organisations/institutions,Meteorology_Dates,SMG_Dates,Meteorology_Places,SMG_Places,Meteorology_Descriptions,SMG_Descriptions,Meteorology_Other,SMG_Other,Unique_to_Meteorology,Unique_to_SMG
120,11,11,1,1,1,1,1,1,1,1,0,3,6,4,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Meteorology Catalogue""], ""dates"": [], ""places"": [], ""descriptions"": [""differs only in minor details from the adjacent one made by Dollond"", ""has a 3\u00bd in. compass ring graduated in degrees"", ""mounted in a brass case to which sights can be fitted"", ""has a threaded socket for attaching the instrument to a stand when taking bearings"", ""The graduations are numbered every 10\u00b0 in quadrants, with the 0\u00b0 at the N. and S. points"", ""Opposite these points are sliding sockets in the outer case"", ""The two sights, each having a slit and a wire for use as backsight and foresight respectively, are mounted in these sockets when in use, or fitted within the lid of the compass case for transport"", ""The sights are 3 in. long"", ""The compass needle is provided with a lifting lever actuated by a pin which is depressed when the lid is fitted on the case, but has no clamping arrangement""], ""other"": [""Inv. 1909-140""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [], ""places"": [""Fleet Street, City of London, England, United Kingdom""], ""descriptions"": [""Surveying variation compass"", ""variation compass"", ""magnetic compass"", ""magnetic compass""], ""other"": []}"
121,15,11,1,4,2,2,2,1,1,1,0,2,7,1,2,0,"{""object_names"": [""MIRROR AZIMUTH COMPASS""], ""makers"": [""W. Shackleton, Esq., F.R.A.S.""], ""organisations/institutions"": [""S.M.""], ""dates"": [""beginning of the 19th century""], ""places"": [], ""descriptions"": [""mirror attachment to the eye lens here shown was invented by Capt. Kater"", ""enables the observer to view the graduations of the horizontal compass ring at the same time as he takes a sight"", ""compass ring is fixed to the rotating needle and is so graduated in half-degrees consecutively from 0\u00b0 to 360\u00b0 that correct bearings are read off immediately"", ""The diameter of the compass card is 4\u00bd in."", ""usual slit backsight and wire foresight are fixed to the compass box at a distance apart of 5 in."", ""A small pin fixed in the case vertically beneath the backsight serves as fiducial mark, and its position on the graduated scale is seen through the mirror very clearly when the instrument is held about one foot away from the eye"", ""The foresight can be folded down upon the top of the case, and the compass card and needle are thereby automatically lifted from the pivot and clamped""], ""other"": [""Inv. 1916-6"", ""L.S""]}","{""object_names"": [""Azimuth compass"", ""Surveying variation compass"", ""variation compass"", ""magnetic compass""], ""makers"": [""Thomas Jones""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1811-1830""], ""places"": [""Charing Cross, London, England, United Kingdom"", ""City of Westminster""], ""descriptions"": [""fitted with Kater's mirror arrangement""], ""other"": []}"
122,17,11,2,4,1,1,2,1,2,1,0,1,11,3,1,0,"{""object_names"": [""PRISMATIC COMPASS"", ""prismatic compass""], ""makers"": [""Schmalkalder""], ""organisations/institutions"": [""Meteorology Catalogue"", ""Museum""], ""dates"": [""1922"", ""early part of the 19th century""], ""places"": [], ""descriptions"": [""The reflecting mirror used by Captain Kater for viewing the graduated compass ring was superseded in 1812 by the application of Schmalkalder's prismatic eyepiece to the compass."", ""By this means the observer can read the bearing and sight the object simultaneously, and can thus dispense with a stand for the instrument."", ""For this reason the prismatic compass has come into general use for rapid reconnaissance surveys."", ""The example exhibited was constructed by Schmalkalder in the early part of the 19th century."", ""The compass card is 2\u00bd in. in diameter, and is fixed to the magnetic needle."", ""It is graduated in consecutive half-degrees from 0\u00b0 to 360\u00b0 in a clockwise direction, the N. end of the needle being under the 180\u00b0 mark."", ""The diagonal prism is attached to the plate which has a slit serving as backsight, and is ground convex on one perpendicular face so as to magnify the image of the graduated card seen by reflection at its inclined face, which is silvered."", ""This backsight plate is jointed to the compass box, and can be folded down when the instrument is not in use."", ""The foresight consists of a vertical wire fixed in a frame diametrically opposite the back-sight, and similarly jointed to the base so as to fold down when not in use."", ""Mirrors and coloured glasses are attached to the sights for taking bearing upon the sun and other celestial objects."", ""A lever is provided for lifting the needle from its pivot and locking the compass card when desired, and there is a steadying pin underneath the foresight for damping the oscillations of the card.""], ""other"": [""Inv. 1905-155""]}","{""object_names"": [""Two prismatic magnetic compass"", ""Surveying prismatic compass"", ""magnetic compass"", ""prismatic compass""], ""makers"": [""Charles Auguste Schmalcalder"", ""Charles Augustus Schmalcalder""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1810-1826""], ""places"": [""Strand, City of Westminster, London, England, United Kingdom""], ""descriptions"": [""one with leather case"", ""by Charles Auguste Schmalcalder, Strand, London, England, 1810-1826"", ""Strand, City of Westminster, London, England, United Kingdom""], ""other"": []}"
123,15,15,1,1,1,1,1,1,1,1,0,7,10,4,1,0,"{""object_names"": [""TELESCOPIC PRISMATIC COMPASS""], ""makers"": [""Schmalcalder""], ""organisations/institutions"": [""Meteorology Catalogue""], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""early part of the 19th century"", ""combined theodolite and prismatic compass"", ""telescopic alidade, which carries the prismatic eyepiece and a vernier underneath this"", ""can be rotated about the vertical axis independently of the compass box, the instrument thus acting as a theodolite"", ""can be rotated together with the compass ring, in which case it fulfills the functions of a prismatic compass"", ""compass ring is graduated directly to 20' in a clockwise direction and is read by vernier to single minutes"", ""attached to a stand by means of a ball and socket arrangement"", ""can be levelled independently of the stand by four screws which engage in threads in the socket and press against the vertical axis"", ""tangent clamp and slow motion screw for rotating the whole instrument in azimuth"", ""circular rack and pinion inside the compass box serves to rotate the alidade independently"", ""actuated by the screw projecting beneath the compass"", ""telescope carries a small spirit level"", ""screwed at the eyepiece end to a brass plate hinged to a sliding piece"", ""rests at the objective end in a Y-piece fixed to another sliding piece"", ""two sliding pieces terminate at their lower ends in screws, which work in threaded plates screwed to the compass box"", ""telescope can be elevated at either end with respect to the compass box and can be adjusted so as to be horizontal"", ""focussed by sliding the objective lens""], ""other"": [""Inv. 1911-180""]}","{""object_names"": [""Improved Patent Portable Theodolite""], ""makers"": [""C. A. Schmalcalder"", ""Charles Augustus""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1818-1826""], ""places"": [""82 Strand, London, England"", ""Strand, Strand, City of Westminster, London, Greater London, England, United Kingdom""], ""descriptions"": [""Surveying theodolite"", ""prismatic compass"", ""magnetic compass"", ""theodolite""], ""other"": []}"
124,21,10,1,1,1,1,0,1,1,1,0,1,17,5,1,0,"{""object_names"": [""PRISMATIC COMPASS AND CLINOMETER""], ""makers"": [""Cary""], ""organisations/institutions"": [], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""The quadrant attached to this instrument, which is in other respects similar to the Schmalcalder prismatic compass, enables it to be used for measuring altitudes as well as taking magnetic bearings."", ""The quadrant has separate sights and a small spirit level fixed to a movable radial arm."", ""A mark engraved on the outer end of this arm registers the altitude upon the graduated arc of the quadrant when the arm is horizontal and the sights are directed upon the distant object."", ""The compass ring is 2\u00bd in. in diam. and is fixed to the rotating magnetic needle."", ""It is graduated continuously in half-degrees from 0\u00b0 to 360\u00b0."", ""As the N. point of the needle is attached at the 180\u00b0 mark of the ring, the correct bearing of the object sighted is read off directly through the prismatic eyepiece attached to the slit back-sight."", ""A small spirit level is fixed to the bottom of the case inside and serves to set the compass horizontal."", ""The altitude quadrant has a radius of 2 in. and is attached to the wire foresight of the compass."", ""It is graduated in degrees from 0\u00b0 to 90\u00b0, the radius corresponding to the former being parallel to the compass plane, and carrying the supplementary sights, a pin-hole back-sight and a cross-wire foresight, for determining altitudes."", ""Mirrors and coloured glasses are attached to the two compass sights for taking bearings on high objects such as the sun."", ""Schmalcalder prismatic compass""], ""other"": [""Inv. 1917-78""]}","{""object_names"": [""Prismatic compass & clinometer""], ""makers"": [""William Cary""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1801-1830""], ""places"": [""Strand, City of Westminster, London, England, United Kingdom""], ""descriptions"": [""Surveying prismatic compass"", ""magnetic compass"", ""clinometer"", ""prismatic compass"", ""magnetic compass"", ""clinometer""], ""other"": []}"
125,10,12,1,5,1,1,0,1,1,1,0,3,6,1,1,0,"{""object_names"": [""PRISMATIC COMPASS""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""method of lifting and locking the compass card is similar to that employed by Schmalcalder"", ""card is graduated in degrees, in two sets numbered consecutively in the clockwise sense from 0\u00b0 to 180\u00b0"", ""no mirrors or coloured glasses for celestial observations"", ""diameter of the compass ring is 2\u00bd in."", ""can be read by estimation to the nearest 10'"", ""constructed about the middle of the 19th century""], ""other"": [""Inv. 1872-79""]}","{""object_names"": [""Prismatic magnetic compass"", ""Surveying prismatic compass"", ""magnetic compass"", ""prismatic compass"", ""magnetic compass""], ""makers"": [""James Bradley Chamberlain""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1827-1848""], ""places"": [""37 Broad St, Bloomsbury, London, England"", ""Bloomsbury, Camden, London, England, United Kingdom""], ""descriptions"": [""British""], ""other"": []}"
126,14,11,1,1,1,1,0,1,1,1,0,4,10,3,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""This instrument, which was made about the middle of the 19th century, differs very little from those made by Schmalcalder about 30 years previously."", ""The compass card is not graduated continuously from 0\u00b0 to 360\u00b0, but in two sets of 180\u00b0, both in the clockwise sense."", ""It reads directly to half-degrees, and by estimation to 10'."", ""The compass card is lifted and clamped by folding down the foresight."", ""The diameter of the compass ring is 3 3/4 in."", ""The usual mirror and coloured glasses are provided for observing celestial objects."", ""The eye prism is adjustable for focussing, and there is a steadying pin under the foresight for damping the oscillations of the compass needle.""], ""other"": [""Inv. 1865-7""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [""Fleet Street, City of London, London, Greater London, England, United Kingdom""], ""descriptions"": [""Surveying prismatic compass"", ""magnetic compass"", ""magnetic compass""], ""other"": []}"
127,13,10,1,4,2,1,1,0,1,1,0,4,7,0,1,0,"{""object_names"": [""PRISMATIC COMPASS""], ""makers"": [""Cary, Porter, Ltd.""], ""organisations/institutions"": [""Admiralty""], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""arrangement to lift and lock the compass card"", ""eyepiece is here arranged so that the eye must be nearer the slit for focussing than in Schmalcalder's instruments"", ""folding down of the foresight upon the compass automatically lifts and clamps the card"", ""compass card is 5 in. in diameter"", ""duplicate card is provided"", ""card is graduated in half-degrees in the usual clockwise sense"", ""Both the sights can be folded down, and the prismatic eyepiece can be adjusted for focussing the gradua-tions"", ""usual mirrors and coloured glasses for taking bearings of celestial objects"", ""socket is rigidly fixed to the base of the compass box for attaching it to a stand"", ""When the compass is so mounted, bearings can be taken to within 15', and estimated to the nearest 5'"", ""differs very little from those made by Schmalcalder nearly a century previously"", ""The compass card, prismatic eyepiece, steadying pin, etc., remain the same""], ""other"": [""Inv. 1911-157""]}","{""object_names"": [""Prismatic compass"", ""Surveying prismatic compass"", ""magnetic compass"", ""prismatic compass"", ""magnetic compass""], ""makers"": [""John Dover""], ""organisations/institutions"": [], ""dates"": [""1851-1865""], ""places"": [""London"", ""Charlton, England"", ""Holborn, London, England, United Kingdom"", ""Charlton, London, England, United Kingdom""], ""descriptions"": [], ""other"": []}"
128,20,12,1,2,0,2,1,1,1,1,0,1,15,3,1,1,"{""object_names"": [""PRISMATIC COMPASS (Mark VIII)""], ""makers"": [], ""organisations/institutions"": [""Meteorology Catalogue""], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""modern type of compass specially designed for rough surveying and for night marching upon a given bearing, previously set off on the edge of the compass"", ""hair foresight upon the hinged lid"", ""slit backsight upon the hinged mounting carrying the prismatic reader"", ""Various marks in luminous paint upon the lid, cover plate and dial of the compass are used in night marching"", ""spring damping pin for checking the oscillations of the dial"", ""lifting pin for locking it when not in use"", ""luminous marks on the lid are at the extremities of the hair foresight"", ""glass cover plate of the compass box also has a luminous mark and can be independently rotated so as to set this mark at any angle to the sight line"", ""angle so set is measured by means of an index mark on the cover in conjunction with the graduated edge of the compass box"", ""set to the bearing upon which it is desired to march, and the cover plate locked by means of a spring catch which engages in the milled edge of the plate"", ""dial of the compass, which is fixed to the magnetic needle and pivoted so as to rotate freely, has a luminous arrow marked above the north pole of the magnet"", ""When the compass is turned until the luminous mark on the cover plate lies above the luminous arrow on the dial, the luminous marks at the extremity of the hair line on the lid point in the direction it is desired to march"", ""For surveying purposes the compass dial is graduated in degrees round its edge, the numbers being inverted so as to appear upright when seen through the prism, and so arranged that the correct bearing of the line of sight is read directly through the prism"", ""supplementary set of numbered graduations every 5\u00b0 for direct reading without using the prism"", ""ring is hinged to the box to steady it when taking bearings"", ""lever on the lid automatically actuates the lifting pin when the lid is closed""], ""other"": [""Inv. 1922-41""]}","{""object_names"": [""Prismatic magnetic compass"", ""prismatic compass; magnetic compass""], ""makers"": [""Verner, Willoughby"", ""Unknown maker""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1918""], ""places"": [""United Kingdom""], ""descriptions"": [""Verner type pattern, Mk VIII, adapted for night marching"", ""Surveying radioactive material"", ""radioactive material""], ""other"": [""unsigned"", ""British""]}"
129,14,12,1,3,1,2,0,1,1,1,0,2,10,3,1,0,"{""object_names"": [""LIQUID PRISMATIC COMPASS""], ""makers"": [""Kelvin, Bottomley & Baird, Ltd.""], ""organisations/institutions"": [], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""This instrument combines the advantages of prismatic reading with the rapid and accurate setting afforded by nearly floating the compass card in a liquid, which reduces the friction of the pivot and rapidly damps the motion of the card."", ""The dial can be illuminated for night reading by means of an electric bulb fixed beneath the transparent base of the compass box."", ""A socket attached to the base enables the compass to be mounted upon the tripod exhibited with it."", ""The compass card has a diameter of 2\u00b75 in. and is graduated in degrees, read by an internal index point mounted beneath the centre of the prismatic reader."", ""The card carries two cylindrical magnetic needles fixed below it with their axes parallel, and has a central buoyant chamber resting upon the pivot."", ""The card, needles and pivot are enclosed in a watertight chamber filled with a mixture of water and alcohol, which has a low freezing point."", ""The card just rests upon the pivot, without pressing much on it, so that there is little frictional resistance to its rotation, and its motion is nearly \""critically damped\"" by the liquid so that it takes up its new setting after rotation within a few seconds."", ""The prismatic reader has a V-shaped backsight used with the long foresight bracket upon which is a travelling foresight."", ""Owing to the freedom of the needle from vibration, the reading can be taken to the nearest fifth degree."", ""The electric bulb serving to illuminate the dial for night reading is operated by a plug switch and a battery of two small cells, carried in the leather case used for transporting the compass.""], ""other"": [""Inv. 1922-44""]}","{""object_names"": [""Surveying compass"", ""magnetic compass"", ""prismatic compass""], ""makers"": [""Chetwynd""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""early 20th century""], ""places"": [""Glasgow, Scotland, United Kingdom""], ""descriptions"": [""Electrically illuminated liquid prismatic compass by Kelvin, Bottomley and Baird"", ""Surveying prismatic compass"", ""magnetic compass""], ""other"": []}"
130,20,14,2,4,1,2,2,1,1,2,1,1,11,4,2,0,"{""object_names"": [""BURNIER'S COMBINED COMPASS AND CLINOMETER""], ""makers"": [""Bulbreck""], ""organisations/institutions"": [""Meteorology Catalogue"", ""T. H. Court, Esq.""], ""dates"": [""about 1850""], ""places"": [], ""descriptions"": [""military compass"", ""invented by Capt. Burnier"", ""graduated edge of the compass ring, which is fixed to the needle and rotates with it, is perpendicular to the plane of the needle"", ""bearing of the sighting thread can therefore be viewed at the same time as a sight is taken"", ""weighted disc is mounted parallel to the compass ring, and has a similar graduated edge"", ""clamping the compass ring and bringing the planes of both rings vertical, the disc is unclamped and serves as a clinometer"", ""Either ring is viewed through a cylindrical eye lens, which closes the brass case and is about 2 cm. distant from the graduated edges"", ""double-jointed socket attached to the base of the case permits the instrument to be rotated in a vertical or a horizontal plane upon a stick stand, and serves as a support for holding the instrument when no stand is used"", ""compass ring is graduated in degrees continuously from 0\u00b0 to 360\u00b0, and the magnetic bearing of the object sighted is read off directly"", ""clinometer ring is likewise graduated in degrees, and is weighted at the 90\u00b0 portion"", ""Each ring is 4 cm. diameter and has an edge 2 mm. deep"", ""usual folding slit and wire sights are attached to the top of the case, and are easily viewed simultaneously with the graduated rings when the instrument is held about a foot from the eye"", ""wire mounted within the case near the graduated edges in the plane of these two sights serves as fiducial mark"", ""whole instrument is compact and serviceable, and is in general use on the Continent for military and reconnaissance surveys"", ""See Laussedat's \""Recherches sur les Instruments Topographiques,\"" Vol. I, p. 306.""], ""other"": [""Inv. 1916-64""]}","{""object_names"": [""Surveying magnetic compass"", ""magnetic compass"", ""clinometer""], ""makers"": [""Bulbreck the elder"", ""Balbreck aine & fils""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""mid 19th century"", ""1870""], ""places"": [""Paris""], ""descriptions"": [""Captain Burnier's design"", ""clinometer""], ""other"": []}"
131,16,12,2,2,1,1,1,1,1,1,0,4,10,2,1,1,"{""object_names"": [""combined compass and clinometer"", ""Pocket Altazimuth""], ""makers"": [""C. F. Casella & Co., Ltd.""], ""organisations/institutions"": [""Meteorology Catalogue""], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""experimental stages of development of the instrument"", ""modern form by an adjacent exhibit"", ""Each instrument consists of two graduated aluminium rings separately mounted upon pivots along the axis of a single cylindrical metal box, which is closed by glass faces"", ""A magnetic needle is fixed to one ring, which acts as a compass to determine azimuths, whilst the other ring is loaded at one point and serves as a plummet clinometer for measuring altitude angles"", ""When not in use, each ring can be lifted from its pivots and clamped by means of a lever actuated by a sliding knob"", ""In one instrument the graduated edges of the rings are read by means of two small telescopes, one for each ring, mounted on the metal box"", ""a thin wire is stretched across the box between the telescopes and the rings and defines the index line, or line of sight"", ""In the other instrument, a single telescope can be fitted so as to read either ring alternately, and also to sight upon a distant object"", ""This telescope has a single objective lens and a dual eyepiece, comprising a lens for sighting on the distant object and a prism for reading the graduations upon the upper face of the compass or clinometer ring"", ""In both instruments the rings are graduated in degrees, and a flat footing is attached to the box so that it can be placed upon any surface of which the inclination is to be measured""], ""other"": [""Inv. 1923-414""]}","{""object_names"": [""Surveying altazimuth"", ""altazimuth""], ""makers"": [""L. Casella""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1871-1900""], ""places"": [""British"", ""London, England"", ""Holborn, London, England, United Kingdom""], ""descriptions"": [""Two experimental forms of pocket altazimuth"", ""Surveying altazimuth""], ""other"": []}"
132,29,12,1,1,1,1,1,1,1,1,0,2,14,5,2,1,"{""object_names"": [""POCKET ALTAZIMUTH""], ""makers"": [""Casella""], ""organisations/institutions"": [""Meteorology Catalogue""], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""compact form of combined telescopic compass and clinometer"", ""design embodying improvements due to Sir Francis Galton, F.R.S."", ""Either magnetic bearings or altitude angles can be measured independently, but not simultaneously, with it."", ""particularly suitable for very approximate reconnaissance surveying."", ""consists of two graduated rings, separately pivoted within a cylindrical case, having glass-covered ends parallel to the planes of the two rings."", ""One of the rings is graduated at the 32 points of the compass, and has a diametrical magnetic needle whose centre rests on the pivot."", ""The other ring is loaded at one part of its circumference and is pivoted to the case on each side."", ""graduated in degrees, numbered in quadrants, with the zero point opposite the centre of gravity of the load."", ""Both rings have a diameter of $1\frac{1}{4}$ in., the external diameter of the cylindrical case being $2\frac{1}{2}$ in."", ""The compass ring only moves when its plane is horizontal, the clinometer ring when its plane is vertical."", ""Each ring is clamped when its plane is in use, and is read by the position of an index mark on the cylindrical case."", ""The latter carries a telescope, whose axis is parallel to the ends of the cylinder and passes through the line of pivots of the ring."", ""The telescope has its objective tube and eyepiece tube separately fixed to the case, the latter being partly without and partly within the case, and having a slide-focussing eyepiece."", ""A hair line is stretched across the case just behind the objective lens."", ""A base piece for supporting the instrument is attached to the case, with its plane base parallel to the axis of the telescope."", ""There is also a central threaded hole in the base for fixing it to a tripod."", ""A damping spring is provided for use with the compass ring."", ""The complete instrument weighs only 8 oz.""], ""other"": [""Inv. 1893-148""]}","{""object_names"": [""Pocket altazimuth compass-clinometer""], ""makers"": [""L. Casella""], ""organisations/institutions"": [""Science Museum Group Collections Online"", ""Holborn, London, England, United Kingdom""], ""dates"": [""1871-1893""], ""places"": [""Holborn, London, England"", ""United Kingdom""], ""descriptions"": [""Surveying variation compass"", ""magnetic compass"", ""clinometers"", ""variation compass"", ""magnetic compass"", ""clinometers""], ""other"": [""British""]}"
133,10,12,1,3,0,1,1,1,1,1,1,1,5,4,1,1,"{""object_names"": [""TELESCOPIC COMPASS""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""modern example of a French type of surveying compass"", ""used on the Continent on minor work"", ""fixed in a flat, rectangular wooden box"", ""attached the telescope, rotating about an axis fixed perpendicularly to this side"", ""whole instrument can rotate in the plane of the compass ring, which can itself be varied by means of a ball-and-socket joint""], ""other"": [""Inv. 1919-416""]}","{""object_names"": [""Azimuth compass"", ""surveying variation compass"", ""variation compass""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [], ""dates"": [""1900-1925""], ""places"": [""France""], ""descriptions"": [""in wooden case"", ""eccentrically-mounted telescope"", ""French design"", ""Mounted on later Museum stand""], ""other"": [""magnetic compass"", ""magnetic compass""]}"
134,8,9,1,1,1,1,1,1,1,1,1,1,2,3,1,1,"{""object_names"": [""EARLY CIRCUMFERENTOR""], ""makers"": [""T. H. Court, Esq.""], ""organisations/institutions"": [], ""dates"": [""1590""], ""places"": [""England""], ""descriptions"": [""the date of this instrument is indicated by the allowance for magnetic declination on the compass ring, on which the meridian is engraved at the point $10^{\\circ}$ E. of N."", ""This corresponds to the year 1590""], ""other"": [""Inv. 1918-124""]}","{""object_names"": [""Simple theodolite""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""c. 1596""], ""places"": [""German"", ""Germany""], ""descriptions"": [""Small simple theodolite with fixed and moveable sights"", ""The degree scale within the compass enables measurements of bearings, and the one on the base plate measures angles of elevation."", ""Surveying simple theodolite""], ""other"": []}"
135,9,8,1,1,1,1,1,1,1,1,0,1,4,3,1,0,"{""object_names"": [""EARLY THEODOLITE""], ""makers"": [""T. H. Court, Esq.""], ""organisations/institutions"": [""Meteorology Catalogue""], ""dates"": [""early 17th century""], ""places"": [], ""descriptions"": [""consists of a brass circle, 8 in. diam., graduated in degrees, having two pairs of fixed sights along perpendicular diameters, and a movable alidade fitted with pointers at each end"", ""can be set upon a stand for measuring angles in any plane"", ""suspended from a ring attached to the circumference for taking altitudes"", ""for measuring angles in any plane""], ""other"": [""Inv. 1918-123""]}","{""object_names"": [""Simple theodolite""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1600-1630""], ""places"": [""Italy""], ""descriptions"": [""Surveying simple theodolite"", ""simple theodolite""], ""other"": []}"
136,13,8,1,2,1,1,2,1,1,1,0,1,6,2,2,0,"{""object_names"": [""EARLY THEODOLITE""], ""makers"": [""T. H. Court, Esq.""], ""organisations/institutions"": [""Meteorology Catalogue"", ""S.M.""], ""dates"": [""1922"", ""1918""], ""places"": [], ""descriptions"": [""In this instrument, which was probably made in the early 17th century, only one pair of fixed sights is provided, defining a horizontal line when the instrument is suspended from the ring attached to its circumference."", ""The diameter of the graduated circle is 10 in., and the movable alidade carries the usual slit sights and terminates in pointers."", ""There is a circular ring on one arm of the instrument which probably supported a magnetic compass."", ""The circle is graduated in degrees in four sets from 0\u00b0 to 90\u00b0."", ""On the back of the instrument is attached a socket with a fixing screw for receiving the head of a stand."", ""The suspension ring is specially jointed to permit the plane of the circle to hang freely vertical.""], ""other"": [""Plate III, Fig. 2, p. 56"", ""Inv. 1918-126""]}","{""object_names"": [""Simple theodolite""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1600-1630""], ""places"": [""England""], ""descriptions"": [""Surveying simple theodolite"", ""simple theodolite 1600-1630 England Unknown maker""], ""other"": []}"
137,13,6,1,1,0,1,0,1,2,1,1,1,8,1,1,0,"{""object_names"": [""COMBINED GRAPHOMETER, SECTOR AND COMPASSES""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""Late 16th or early 17th century""], ""places"": [""Italian make""], ""descriptions"": [""instrument of Italian make"", ""constructed in the late 16th or early 17th century"", ""consists of a graphometer whose alidades are fitted with points to serve as compasses"", ""have various scales engraved on them corresponding to those usually found on sectors"", ""used in measuring lines, setting off angles, taking weights of spherical shot, etc."", ""A small magnetic compass is attached to the junction of the two alidades."", ""There is no evidence that this instrument was fitted to a stand, and it was presumably employed in conjunction with a plane table, on which it rested when angles were observed."", ""The semicircle is graduated in degrees, and is 6.5 in. in diam. The sights on the alidades are 8 in. apart.""], ""other"": [""Inv. 1880-202""]}","{""object_names"": [""Graphometer""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1701-1800""], ""places"": [""Italy""], ""descriptions"": [""Surveying graphometer""], ""other"": []}"
138,15,8,1,2,0,1,0,1,1,1,1,1,11,2,1,0,"{""object_names"": [""IPODIMETER""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [""Continental""], ""descriptions"": [""17th-century theodolite of Continental design"", ""alidade being mounted near the edge of the circle"", ""connected to a centrally mounted parallel index arm used to read the circle"", ""circle has a diameter of 6 1/4 in."", ""2 1/4-in. compass box is centrally fixed above the movable index arm"", ""circle is divided on its outer edge into 360 degrees"", ""concentric circle, of 5 in. diam., divided into 320 parts"", ""also read by the diametral index arm"", ""Each circle is divided into octants and the divisions of each octant numbered in the clockwise sense from 0 to 45 on the outer circle and from 0 to 40 on the inner"", ""outer octants are successively designated by the letters T, G, L, S, O, A, P, M, which are the initial letters of the old Italian names for the compass points"", ""inner octants each commence at the central points of the outer ones, and are named Septentrio, Aquilo, Solanus, Eurus, Auster, Africus, Favonius, and Chaurus respectively, which are the old Latin titles for the winds corresponding to the cardinal points"", ""central index arm has bevelled edges at each extremity for reading the divisions"", ""alidade is about 9 in. long"", ""folding combined back and foresights at each end"", ""rotates with the index arm about the axis of the circle"", ""compass box, fixed to the circle above the index arm, has its base divided into octants, but no subdivisions""], ""other"": [""Inv. 1908-122""]}","{""object_names"": [""circumferentor"", ""circumferentor (\""ipodimeter\"")""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [], ""places"": [""Italy""], ""descriptions"": [""Italian off-set circumferentor"", ""with eccentric alidade"", ""Surveying circumferentor""], ""other"": []}"
