RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date
128,1922-41,,whole,1.0,,,PRISMATIC COMPASS (Mark VIII),"A modern type of compass specially designed for rough surveying and for night marching upon a given bearing, previously set off on the edge of the compass. It has a hair foresight upon the hinged lid, and a slit backsight upon the hinged mounting carrying the prismatic reader. Various marks in luminous paint upon the lid, cover plate and dial of the compass are used in night marching. The compass has a spring damping pin for checking the oscillations of the dial as well as a lifting pin for locking it when not in use. The luminous marks on the lid are at the extremities of the hair foresight. The glass cover plate of the compass box also has a luminous mark and can be independently rotated so as to set this mark at any angle to the sight line. The angle so set is measured by means of an index mark on the cover in conjunction with the graduated edge of the compass box. This is set to the bearing upon which it is desired to march, and the cover plate locked by means of a spring catch which engages in the milled edge of the plate. The dial of the compass, which is fixed to the magnetic needle and pivoted so as to rotate freely, has a luminous arrow marked above the north pole of the magnet. When the compass is turned until the luminous mark on the cover plate lies above the luminous arrow on the dial, the luminous marks at the extremity of the hair line on the lid point in the direction it is desired to march. For surveying purposes the compass dial is graduated in degrees round its edge, the numbers being inverted so as to appear upright when seen through the prism, and so arranged that the correct bearing of the line of sight is read directly through the prism. There is a supplementary set of numbered graduations every 5° for direct reading without using the prism. A ring is hinged to the box to steady it when taking bearings, and a lever on the lid automatically actuates the lifting pin when the lid is closed.",,,[],,,"['brass', 'glass', 'luminous paint', 'steel']",['2 in. diameter'],"Specially designed for rough surveying and for night marching upon a given bearing. Used for setting off bearings, checking oscillations of the dial, and locking it when not in use. Luminous marks facilitate night marching. Dial is graduated in degrees for direct reading of bearing. Supplementary graduations allow reading without a prism. A hinged ring steadies the compass when taking bearings. A lever actuates the lifting pin when the lid is closed.",,1922
129,1922-44,Inv. 1922-44,whole,1.0,,,LIQUID PRISMATIC COMPASS,"This instrument combines the advantages of prismatic reading with the rapid and accurate setting afforded by nearly floating the compass card in a liquid, which reduces the friction of the pivot and rapidly damps the motion of the card. The dial can be illuminated for night reading by means of an electric bulb fixed beneath the transparent base of the compass box. A socket attached to the base enables the compass to be mounted upon the tripod exhibited with it. The compass card has a diameter of 2·5 in. and is graduated in degrees, read by an internal index point mounted beneath the centre of the prismatic reader. The card carries two cylindrical magnetic needles fixed below it with their axes parallel, and has a central buoyant chamber resting upon the pivot. The card, needles and pivot are enclosed in a watertight chamber filled with a mixture of water and alcohol, which has a low freezing point. The card just rests upon the pivot, without pressing much on it, so that there is little frictional resistance to its rotation, and its motion is nearly ""critically damped"" by the liquid so that it takes up its new setting after rotation within a few seconds. The prismatic reader has a V-shaped backsight used with the long foresight bracket upon which is a travelling foresight. Owing to the freedom of the needle from vibration, the reading can be taken to the nearest fifth degree. The electric bulb serving to illuminate the dial for night reading is operated by a plug switch and a battery of two small cells, carried in the leather case used for transporting the compass.",,,"[{'name': 'Kelvin, Bottomley & Baird, Ltd.', 'role': 'maker'}]",,,"['brass', 'glass', 'steel', 'alcohol', 'water']",['2.5 in diameter'],"Combines prismatic reading with rapid and accurate setting by floating the compass card in liquid to reduce pivot friction and damp card motion. The dial can be illuminated for night reading. The compass can be mounted on a tripod. The card is graduated in degrees. The card has two cylindrical magnetic needles and a central buoyant chamber. The card, needles, and pivot are enclosed in a watertight chamber filled with a water and alcohol mixture. The card rests lightly on the pivot, minimizing frictional resistance and allowing rapid setting. The prismatic reader has a V-shaped backsight. Readings can be taken to the nearest fifth degree due to the needle's freedom from vibration. The electric bulb for illumination is operated by a plug switch and battery, carried in a leather case.",,
130,1916-64,,whole,1.0,,loaned,BURNIER'S COMBINED COMPASS AND CLINOMETER,"In this type of military compass, invented by Capt. Burnier about 1850, the graduated edge of the compass ring, which is fixed to the needle and rotates with it, is perpendicular to the plane of the needle. The bearing of the sighting thread can therefore be viewed at the same time as a sight is taken. A weighted disc is mounted parallel to the compass ring, and has a similar graduated edge. On clamping the compass ring and bringing the planes of both rings vertical, the disc is unclamped and serves as a clinometer. Either ring is viewed through a cylindrical eye lens, which closes the brass case and is about 2 cm. distant from the graduated edges. A double-jointed socket attached to the base of the case permits the instrument to be rotated in a vertical or a horizontal plane upon a stick stand, and serves as a support for holding the instrument when no stand is used. The compass ring is graduated in degrees continuously from 0° to 360°, and the magnetic bearing of the object sighted is read off directly. The clinometer ring is likewise graduated in degrees, and is weighted at the 90° portion. The usual folding slit and wire sights are attached to the top of the case, and are easily viewed simultaneously with the graduated rings when the instrument is held about a foot from the eye. A wire mounted within the case near the graduated edges in the plane of these two sights serves as fiducial mark. The whole instrument is compact and serviceable, and is in general use on the Continent for military and reconnaissance surveys.",,,"[{'name': 'Bulbreck', 'role': 'maker'}, {'name': 'Capt. Burnier', 'role': 'inventor'}, {'name': 'T. H. Court, Esq.', 'role': 'lender'}]",Paris,c. 1850,['brass'],"['4 cm. diameter', '2 mm. deep', '2 cm. distant']",Used for routine land surveying in the late 19th century.,"Laussedat's ""Recherches sur les Instruments Topographiques,"" Vol. I, p. 306",1916
131,1923-414,,whole,2.0,,donated,POCKET ALTAZIMUTHS,"These two examples of Casella's ""Pocket Altazimuth,"" or combined compass and clinometer, illustrate the experimental stages of development of the instrument, which is represented in its modern form by an adjacent exhibit. Each instrument consists of two graduated aluminium rings separately mounted upon pivots along the axis of a single cylindrical metal box, which is closed by glass faces. A magnetic needle is fixed to one ring, which acts as a compass to determine azimuths, whilst the other ring is loaded at one point and serves as a plummet clinometer for measuring altitude angles. When not in use, each ring can be lifted from its pivots and clamped by means of a lever actuated by a sliding knob. In one instrument the graduated edges of the rings are read by means of two small telescopes, one for each ring, mounted on the metal box; a thin wire is stretched across the box between the telescopes and the rings and defines the index line, or line of sight. In the other instrument, a single telescope can be fitted so as to read either ring alternately, and also to sight upon a distant object. This telescope has a single objective lens and a dual eyepiece, comprising a lens for sighting on the distant object and a prism for reading the graduations upon the upper face of the compass or clinometer ring. In both instruments the rings are graduated in degrees, and a flat footing is attached to the box so that it can be placed upon any surface of which the inclination is to be measured.",,,"[{'name': 'C. F. Casella & Co., Ltd.', 'role': 'presenter'}]",,,"['brass', 'aluminium', 'glass', 'metal', 'steel']",[],Used for measuring altitude angles and determining azimuths. Illustrates experimental stages of development of a combined compass and clinometer.,,1923
132,1893-148,,whole,1.0,,,POCKET ALTAZIMUTH,"This is a compact form of combined telescopic compass and clinometer of a design embodying improvements due to Sir Francis Galton, F.R.S. Either magnetic bearings or altitude angles can be measured independently, but not simultaneously, with it. It consists of two graduated rings, separately pivoted within a cylindrical case, having glass-covered ends parallel to the planes of the two rings. One of the rings is graduated at the 32 points of the compass, and has a diametrical magnetic needle whose centre rests on the pivot. The other ring is loaded at one part of its circumference and is pivoted to the case on each side. It is graduated in degrees, numbered in quadrants, with the zero point opposite the centre of gravity of the load. Both rings have a diameter of $1rac{1}{4}$ in., the external diameter of the cylindrical case being $2rac{1}{2}$ in. The compass ring only moves when its plane is horizontal, the clinometer ring when its plane is vertical. Each ring is clamped when its plane is in use, and is read by the position of an index mark on the cylindrical case. The latter carries a telescope, whose axis is parallel to the ends of the cylinder and passes through the line of pivots of the ring. The telescope has its objective tube and eyepiece tube separately fixed to the case, the latter being partly without and partly within the case, and having a slide-focussing eyepiece. A hair line is stretched across the case just behind the objective lens. A base piece for supporting the instrument is attached to the case, with its plane base parallel to the axis of the telescope. There is also a central threaded hole in the base for fixing it to a tripod. A damping spring is provided for use with the compass ring. The complete instrument weighs only 8 oz.",,,"[{'name': 'Casella', 'role': 'maker'}, {'name': 'Sir Francis Galton', 'role': 'designer'}]",,,"['brass', 'glass', 'steel']","['$1\x0crac{1}{4}$ in. diameter', '$2\x0crac{1}{2}$ in. external diameter', '8 oz.']",This is a compact form of combined telescopic compass and clinometer. It is particularly suitable for very approximate reconnaissance surveying.,,
133,1919-416,,whole,1.0,,,TELESCOPIC COMPASS,"This is a modern example of a French type of surveying compass, with an eccentrically mounted telescope, used on the Continent on minor work. The compass is fixed in a flat, rectangular wooden box, to one side of which is attached the telescope, rotating about an axis fixed perpendicularly to this side. The whole instrument can rotate in the plane of the compass ring, which can itself be varied by means of a ball-and-socket joint.",,,[],France,,"['wood', 'brass', 'glass', 'steel']",[],Used on the Continent on minor work.,,
134,1918-124,,whole,1.0,,donated,EARLY CIRCUMFERENTOR,"The date of this instrument is indicated by the allowance for magnetic declination on the compass ring, on which the meridian is engraved at the point $10^{\circ}$ E. of N. This corresponds to the year 1590, in England.",,,"[{'name': 'T. H. Court, Esq.', 'role': 'donor'}]",England,1590,,,Allowance for magnetic declination on the compass ring.,,1918
135,1918-123,,whole,1.0,,donated,EARLY THEODOLITE,"This instrument probably dates from the early 17th century. It consists of a brass circle, graduated in degrees, having two pairs of fixed sights along perpendicular diameters, and a movable alidade fitted with pointers at each end. It can be set upon a stand for measuring angles in any plane, or suspended from a ring attached to the circumference for taking altitudes.",,,"[{'name': 'T. H. Court, Esq.', 'role': 'donor'}]",,early 17th century,['brass'],['8 in. diam.'],"This instrument probably dates from the early 17th century. It can be set upon a stand for measuring angles in any plane, or suspended from a ring attached to the circumference for taking altitudes.",,1918
136,1918-126,S.M. 1856,whole,1.0,,donated,EARLY THEODOLITE,"In this instrument, which was probably made in the early 17th century, only one pair of fixed sights is provided, defining a horizontal line when the instrument is suspended from the ring attached to its circumference. The movable alidade carries the usual slit sights and terminates in pointers. There is a circular ring on one arm of the instrument which probably supported a magnetic compass. The circle is graduated in degrees in four sets from 0° to 90°. On the back of the instrument is attached a socket with a fixing screw for receiving the head of a stand. The suspension ring is specially jointed to permit the plane of the circle to hang freely vertical.",,,"[{'name': 'T. H. Court', 'role': 'donor'}]",,Early 17th century,['brass'],['10 in diameter'],"Used for surveying. In this instrument, only one pair of fixed sights is provided, defining a horizontal line when the instrument is suspended from the ring attached to its circumference. The suspension ring is specially jointed to permit the plane of the circle to hang freely vertical.","Plate III, Fig. 2, p. 56",1856
137,1880-202,,whole,1.0,,,"COMBINED GRAPHOMETER, SECTOR AND COMPASSES","This instrument consists of a graphometer whose alidades are fitted with points to serve as compasses, and have various scales engraved on them corresponding to those usually found on sectors, and used in measuring lines, setting off angles, taking weights of spherical shot, etc. A small magnetic compass is attached to the junction of the two alidades. There is no evidence that this instrument was fitted to a stand, and it was presumably employed in conjunction with a plane table, on which it rested when angles were observed.",,,"[{'name': 'Italian', 'role': 'maker'}]",Italy,Late 16th or early 17th century,"['brass', 'glass', 'steel']","['6.5 in. in diam.', '8 in. apart']","Used for measuring lines, setting off angles, taking weights of spherical shot, etc. Assumed to be employed in conjunction with a plane table.",,Late 16th or early 17th century
138,,Inv. 1908-122,whole,1.0,,,IPODIMETER,"This is a 17th-century theodolite of Continental design, the alidade being mounted near the edge of the circle and connected to a centrally mounted parallel index arm used to read the circle. The circle has a diameter of 6 1/4 in., and a 2 1/4-in. compass box is centrally fixed above the movable index arm. The circle is divided on its outer edge into 360 degrees, but has a concentric circle, of 5 in. diam., divided into 320 parts, also read by the diametral index arm. Each circle is divided into octants and the divisions of each octant numbered in the clockwise sense from 0 to 45 on the outer circle and from 0 to 40 on the inner. The outer octants are successively designated by the letters T, G, L, S, O, A, P, M, which are the initial letters of the old Italian names for the compass points. The inner octants each commence at the central points of the outer ones, and are named Septentrio, Aquilo, Solanus, Eurus, Auster, Africus, Favonius, and Chaurus respectively, which are the old Latin titles for the winds corresponding to the cardinal points. The central index arm has bevelled edges at each extremity for reading the divisions. The alidade is about 9 in. long and has folding combined back and foresights at each end. It rotates with the index arm about the axis of the circle. The compass box, fixed to the circle above the index arm, has its base divided into octants, but no subdivisions.",,,[],,17th-century,[],"['6 1/4 in. diameter', '2 1/4-in. compass box', '5 in. diam.', '9 in. long']","Used for reading the circle, with divisions numbered and named according to compass points and winds. The alidade has folding combined back and foresights for use.",,
139,1894-106,,whole,1.0,,,GRAPHOMETER,"This instrument is a combined graphometer, or surveying semicircle, and clinometer. The graduated semicircle can be detached from the frame and used as a protractor for plotting the angles in the field. A compass is attached to the frame for orienting the instrument, and the whole is attached to a stand by means of a double-knuckled joint, permitting it to be set in any plane. It can also rotate as a whole in that plane. The semicircle has one fixed and one movable alidade. The semicircle is graduated in degrees, and has a diagonal scale enabling it to read to 5′. The compass ring is graduated in degrees. On the back of the plate carrying it is a simple quadrant pendulum clinometer, also graduated in degrees, and provided with “Umbra Versa” and “Umbra Recta” scales for measuring heights. The clinometer is attached to an alidade, which is connected to the semicircle by a spring clip and can be disconnected for taking altitudes.",,,"[{'name': 'Christoff Kohler', 'role': 'maker'}]",Dresden,1663,"['brass', 'glass']","['5 in. in diam.', '1 1/4 in.']","This is particularly interesting as showing that the much simpler vernier system was not yet in general use, although invented over 30 years previously.",,
140,1880-200,,whole,1.0,,,SURVEYING QUADRANT,"This instrument has a radius of 6 in. and is graduated in half-degrees. By means of a vernier arc covering 31' and divided into 60 parts, angles can be measured to the nearest half-minute. The index arm carrying this vernier is pivoted at the centre of the quadrant and carries three folding sights, one at its centre and the other two at the ends of its arc. Two similar sights are fixed at the ends of the quadrant arc. The quadrant is attached to a socket for fixing it upon a stand by a ball and socket joint permitting it to be set in any plane, including the vertical.",,,"[{'name': 'Lusuérg', 'role': 'maker'}]",Rome,1674,[],['radius of 6 in.'],Angles can be measured to the nearest half-minute.,,
141,1880-195,,whole,1.0,,,EARLY THEODOLITE,"A very fine example of an early theodolite, which has a circle of 12 in. diam., graduated every 10' and read by a vernier on the alidade to 1'. A 2-in. compass is fixed at the centre of the circle and has its ring divided in degrees.",,,"[{'name': 'Joannes Macarius', 'role': 'maker'}]",Mirandola (Modena),1676,[],"['12 in diam.', '2-in. compass']",An early theodolite with precise graduations and readings.,,
142,1892-9,Inv. 1892-9,whole,1.0,,,GRAPHOMETER,"This instrument consists of one fixed and one movable alidade, each provided with sights, intersecting each other at the centre of a semicircle graduated to read half-degrees. The whole is mounted upon a ball and socket joint.",,,"[{'name': 'Deens', 'role': 'maker'}]",,1682,[],[],can be used to measure angles in any plane.,,
143,1880-199,,whole,1.0,,,EARLY CIRCUMFERENTOR,"This example was constructed in 1686, and exhibits many characteristics of that period. The alidade plate is square, and can be detached from its support and employed as a protractor. On it are engraved three concentric graduated circles, of diameters 8 in., 7 in. and 3 in. The outer circle is divided in degrees, with two sets of numberings. The central circle is a ""Scala altimetra,"" or tangent scale, for measuring heights, and the inner circle is divided into 32 parts corresponding to the points of the compass. The movable alidade carries a 2 1/4-in. compass box, and is pivoted at the centre of the plate. At one end is a vernier arc which moves over the outer graduated circle, and reads this to single minutes, the 60 divisions of the vernier extending over 61°. The fixed and movable sights have circular apertures, with vertical slits above their centres, and are carved and ornamentally engraved. Two edges of the square plate are parallel to the two fixed sights, which can be folded down upon the plate when not in use. The conical socket for attaching the instrument to its stand has a ball and socket joint permitting the alidade plate to be set in any plane, including the vertical. It is kept in position by the friction of the joint, there being no clamping screw. The compass plate is graduated in degrees, numbered left and right from the N. and S. points from 0° to 90°. A compass rose indicating the 32 main points is engraved inside the circle. On the back of the alidade plate are engraved a clinometer scale for use of artillery, and the inscription ""Jacobus Lussorg Mutinensis Faciebat Romae A° 1686"", with the arms and coronet of the Duke of Modena.",,,"[{'name': 'Lusuérg', 'role': 'maker'}, {'name': 'Jacobus Lussorg Mutinensis', 'role': 'maker'}]",Rome,1686,"['brass', 'glass', 'steel']","['8 in.', '7 in.', '3 in.', '2 1/4-in.', '61°']","The alidade plate can be detached from its support and employed as a protractor. The central circle is a ""Scala altimetra,"" or tangent scale, for measuring heights. On the back of the alidade plate are engraved a clinometer scale for use of artillery.",,1686
144,1914-561,S.M. 937,whole,1.0,,,CIRCUMFERENTOR,"This early 18th-century example is typical of the circumferentor of that period. It is a combined theodolite—having a graduated limb of 11 in. diam., reading by vernier to 5'—and compass, with a 6-in. needle reading to half-degrees. The theodolite limb is graduated in single degrees in the clockwise sense from 0° to 360°, and carries a pair of fixed sights, each with a slit and window for sighting both ways, at its 0° and 180° marks. The movable alidade, carrying a similar pair of sights, has a vernier at one end reading to 5' and a central fiducial mark at the other end. The compass box is fixed to this alidade with its N. point above the zero of the vernier. The compass ring is graduated consecutively in half-degrees from 0° to 360° in a counter-clockwise sense, so that the position of the N. end of the needle gives the magnetic bearing of the alidade sights. Both pairs of sights are employed when the instrument is used as a theodolite, but only the alidade sights when taking magnetic bearings. The instrument is mounted upon a tripod when in use.",L.S.,,"[{'name': 'Thos. Wright', 'role': 'maker'}]",,Early 18th-century,"['brass', 'glass', 'steel']","['11 in diam.', '6-in. needle']","A combined theodolite and compass used for surveying. The compass needle indicates the magnetic bearing of the alidade sights, and both sets of sights are used when operating as a theodolite.","Fig. 1, p. 67",
145,1913-257,Inv. 1913-257,whole,1.0,,,CIRCUMFERENTOR,"This early 18th-century instrument has a 10 1/4-in. graduated circle, reading by vernier to 5'. The vernier is attached at one end of the movable alidade, to which is also fixed the compass ring, which has a 6-in. diam. and is graduated in degrees. The sights on the movable alidade, and those fixed on the large circle are each fitted with both slits and vertical wires, and can be used either as back or fore sights. They are sufficiently high to permit the measurement of angles in the horizontal plane, and the whole instrument is designed for such measurements, and not for determining angles in any plane. The outer circle is graduated in degrees, and reads from 0° to 360° in a clockwise sense. The fixed sights are attached at the 0° and 180° points. The compass ring has two sets of graduations, one set reading degrees from 0° to 360° in a counter-clockwise sense, the other set giving every 10° only from 0° to 90° in each quadrant, the N. and S. points being the zero points. The eight main points of the compass are likewise indicated. The whole instrument fits upon a stand by means of a socket fixed on the back of the large circle.",,,"[{'name': 'J. Howard', 'role': 'maker'}]",London,Early 18th-century,[],"['10 1/4-in. graduated circle', ""5'"", '6-in. diam.', '0° to 360°', '0° to 90°']","Designed for measurements in the horizontal plane, and not for determining angles in any plane.",,
146,1908-118,,whole,1.0,,,GRAPHOMETER,"An early 18th-century example of the graphometer, or surveying semicircle, much used in France in preference to the English theodolite. It has a diameter of 11 in. and is graduated in degrees, read by vernier on the rotating alidade to 5'. A 3-in. compass, with its ring divided in degrees, is mounted eccentrically on the semicircle. Combined slit and wire sights are fixed at opposite ends of the diameter of the semicircle, and their orientation determined by means of the compass. A similar pair of sights is attached to the alidade, which rotates about the centre of the semicircle, and has bevelled verniers at each end. The axis of the semicircle terminates below in a spherical ball and socket arrangement for mounting the instrument on a tripod and setting its semicircle in any plane. The graduations of the semicircle are numbered both ways from 0° to 180°, those of the compass ring in four quadrants, with the zeros at the N. and S. points. The compass needle is supplied with a lifting needle for clamping it to the top of its box when transporting the instrument.",,,"[{'name': 'Macquart', 'role': 'maker'}]",Paris,Early 18th-century,"['brass', 'glass', 'steel']","['diameter of 11 in.', '3-in. compass']","This is an early 18th-century example of the graphometer, or surveying semicircle, much used in France in preference to the English theodolite.",,
147,,Inv. 1908-119,whole,1.0,,,CIRCUMFERENTOR,"In this instrument, which was constructed towards the end of the 18th century, the compass has a diameter of $1rac{1}{2}$ in. and is graduated only at the eight cardinal points. It is arranged for a magnetic variation of 16° W. The main circle has a diameter of 6 in. and is graduated in degrees, numbered both ways from 0° to 180° from the diameter underneath the pair of fixed sights. The alidade carrying the movable sights is fixed to the compass box and rotates with it about the vertical axis. The compass needle is pivoted upon a plate fixed to the horizontal circle. There are no verniers, but only bevelled reading edges, on the alidade, and the sights are not suited for sighting both ways, but consist of a simple slit backsight on one end of the alidade and a wire foresight at the other end. The graduated circle can be set in any desired plane by means of a ball and socket joint connecting it to the stand.",,,"[{'name': 'Baradelle', 'role': 'maker'}]",Paris,towards the end of the 18th century,,"['compass has a diameter of $1\x0crac{1}{2}$ in.', 'main circle has a diameter of 6 in.']",Used for surveying.,,
148,1912-308,,whole,1.0,,donated,CIRCUMFERENTOR,"This instrument, made about the end of the 18th century, is a good example of the circumferentor of that period. It has two small spirit levels fixed in the base of the compass box for setting the instrument horizontal. The 6-in. circle is graduated in degrees in the clockwise sense from 0° to 360°, and read by the vernier at one end of the alidade to 3'. The compass ring, with a 4-in. needle, is graduated in degrees in the counter-clockwise sense from 0° to 360°. Both fixed and movable sights are provided with slits and windows for sighting in either direction. The small spirit levels upon the base of the compass box were not considered necessary by the makers, but were provided owing to the wishes of many surveyors. The socket attached to the base does not appear to have the customary screw for clamping the instrument to its tripod.",,,"[{'name': 'W. & S. Jones', 'role': 'maker'}, {'name': 'Evan Roberts, Esq.', 'role': 'donor'}]",,about the end of the 18th century,"['brass', 'glass', 'steel']","['6-in. circle', '4-in. needle']",Used for routine land surveying.,"Adams’s “Geometrical and Graphical Essays,” p. 213, and Plate XIV, Fig. 5",
149,1098,Inv. 1918-240. S.M.,whole,1.0,,donated,EARLY ALTAZIMUTH THEODOLITE,"This instrument, dating from the early part of the 18th century, illustrates a fundamental stage in the development of the theodolite. Upon the alidade of a “common theodolite” of the type very generally used in the 17th century, is mounted a fixed graduated vertical arc. A telescope upon which is fixed a longitudinal spirit level, carries a vernier arm which traverses the graduated arc as the telescope rotates, and thus measures the altitude of the object sighted at the same time as the alidade measures its azimuth. The horizontal circle in this instrument has a diameter of 10 in. and is graduated in degrees, numbered from 0° to 260° in the clockwise sense. The alidade has a vernier at one extremity reading the horizontal circle to 5'. A 5-in. compass box is mounted centrally upon this alidade and gives magnetic bearings in single degrees. The vertical arc is graduated in degrees, with the zero at the point vertically beneath the telescope axis, and reads by vernier to 10'. Altitude angles up to 40° of elevation or depression can be measured. The telescope has a focal length of 8 in., an aperture of 1 in., and an erecting eyepiece with a simple cross-wire diaphragm. The spirit level is rigidly attached to the telescope tube. The instrument is attached to its tripod by means of a socket fixed beneath the centre of the horizontal circle.",,,"[{'name': 'Thomas Wright', 'role': 'maker'}, {'name': 'P. A. Newton, Esq.', 'role': 'donor'}]",,early part of the 18th century,"['brass', 'glass']","['10 in diameter', '5-in. compass box', '8 in. focal length', '1 in. aperture']","Illustrates a fundamental stage in the development of the theodolite. A telescope upon which is fixed a longitudinal spirit level, carries a vernier arm which traverses the graduated arc as the telescope rotates, and thus measures the altitude of the object sighted at the same time as the alidade measures its azimuth. The horizontal circle  is graduated in degrees, numbered from 0° to 260° in the clockwise sense. The alidade has a vernier at one extremity reading the horizontal circle to 5'. A 5-in. compass box is mounted centrally upon this alidade and gives magnetic bearings in single degrees. The vertical arc is graduated in degrees, with the zero at the point vertically beneath the telescope axis, and reads by vernier to 10'. Altitude angles up to 40° of elevation or depression can be measured.",,18th century
150,1921-588,,whole,1.0,,loaned,EARLY ALTAZIMUTH THEODOLITE,A brass surveying compass with,,,"[{'name': 'J. Sisson', 'role': 'maker'}, {'name': 'T. H. Court, Esq.', 'role': 'lender'}]",,early 18th-century,"['brass', 'steel', 'glass']","['4 1/2-in. horizontal circle', 'radius of 2 in.', '4 in. diameter', '3/4-in. aperture']","Among the early 18th-century makers of surveying instruments, Sisson is generally regarded as the most expert, and his design of altazimuth theodolite, of which the instrument exhibited is typical, remained the standard until Ramsden’s time. This example has a $4rac{1}{2}$-in. horizontal circle, graduated in degrees and read by three symmetrically placed verniers to 6'. The vertical arc, reading angles up to 70° of elevation or depression, has a radius of 2 in. and is similarly graduated and read by a single vernier centrally placed on the horizontal vernier plate. Both circles have toothed edges, in which engage pinion wheels, the motion of rotation being effected by turning these pinions. The telescope is attached above the vertical arc by screw bearings which permit it to be adjusted to sight horizontally when the vertical arc reads zero. A small spirit level fixed above the telescope, and a smaller one rigidly joined to the vertical arc enable this adjustment to be effected. The horizontal axis of rotation of the vertical arc and telescope rests on standards projecting from the central plate carrying the three horizontal vernier arms. To one of these is attached a clamp and screw which regulates the friction between the movable vernier plate and the fixed horizontal circle. In another vernier arm is fixed the axis of rotation of the pinion wheel which engages in the teeth of the horizontal circle. Beneath the horizontal circle is screwed a compass box of 4 in. diameter. The compass ring is not graduated, but has index marks beneath the o° and the 180° graduations of the horizontal circle. This enables the instrument to be oriented. The conical socket for attaching the theodolite to a staff, or to a levelling device consisting of two parallel plates and four levelling screws, is fixed beneath the compass box. The telescope has a fixed objective of $rac{3}{4}$-in. aperture, and a sliding Huygens ocular, with a simple fixed cross-wire diaphragm.",,1858
151,1910-125,,whole,1.0,,,ALTAZIMUTH THEODOLITE,"The vertical arc is fixed to the alidade, and the vernier to the telescope. The 8-in. horizontal circle is graduated in degrees and read to 5' by means of a vernier scale on the alidade. The vertical arc has a radius of 3 in. and is graduated in degrees up to 50° on each side of the zero. It also is read to 5' by its vernier. The 4-in. compass mounted on the alidade is graduated in degrees in the counter clockwise sense. The telescope of 10-in. focal length and 0.5-in. aperture, has a single lens, draw-focussing eyepiece and a simple cross-wire diaphragm. Spirit levels are fixed on the telescope tube and the base of the compass box. The two parallel plates for fixing the instrument to its tripod are connected by four levelling screws and a spherical joint.",,,"[{'name': 'Cole', 'role': 'maker'}]",,c. 1760,['brass'],"['8-in. horizontal circle', '3 in. radius', '4-in. compass', '10-in. focal length', '0.5-in. aperture']",This instrument was probably constructed about 1760 and resembles the adjacent theodolite made by Wright.,,
152,S.M. 950,Inv. 1917-104,whole,1.0,,loaned,ALTAZIMUTH THEODOLITE,"In this theodolite, the alidade is replaced by a circular plate carrying two widely separated standards upon which is mounted the horizontal axis of rotation. The vertical semicircle is fixed to this axis, whilst the vernier is fixed on the circular plate. The telescope rests in jointed rings attached above the semicircle. The 7-in. horizontal circle is graduated in degrees, and read by a vernier scale on the alidade plate to 5'. The vertical semicircle is of the same diam. and is graduated in degrees on one side, with scales of feet and links on the other. It is also read by vernier to 5', and can measure angles up to 60° on either side of the vertical. The compass fixed on the alidade plate has a diam. of 3 in. and is graduated in degrees. The telescope, of 7-in. focal length and 0.5-in. aperture, has a single-lens, draw-focussing eyepiece. A spirit level is fixed by adjustable screws beneath the telescope tube, parallel to its axis. The horizontal circle is attached by a clamping screw to the upper of two parallel plates, which are connected to each other by four levelling screws and a spherical joint.",,,"[{'name': 'G. Adams', 'role': 'maker'}, {'name': 'T. H. Court, Esq.', 'role': 'lender'}]",,probably about 1770,"['brass', 'glass', 'steel']","['7-in. horizontal circle', '3 in. compass diam.', '7-in. focal length telescope', '0.5-in. aperture telescope']",Used for surveying.,,
153,1913-571,,whole,1.0,,donated,ALTAZIMUTH THEODOLITE,"This instrument, made towards the end of the 18th century, illustrates the many improvements in design due to Ramsden. The alidade and horizontal plates have their graduated edges bevelled to facilitate reading, and are supported by accurately made conical axes. A tangent clamp and slow-motion screw control the horizontal motion, and the ball and socket joint connecting the two parallel plates of the levelling attachment is very solidly and accurately constructed. The telescope has an achromatic, rack-focussing objective lens of 8·5-in. focal length and 1-in. aperture, and an erecting eyepiece. It rests in Y-s attached to the ends of the vertical semicircle, which has a radius of 3 in. and is graduated on one face in half-degrees. This arc is read by a fixed vernier to 1′, and used to measure angles of elevation or depression up to 60°. The 7-in. horizontal circle is divided in half-degrees and read by two opposing verniers to 1′. The compass box, has a 3-in. ring graduated in degrees and a sensitive needle which can be lifted from its pivot by means of a lever when required. The box is mounted between the telescope standards upon an adjustable stage, which is connected to the horizontal vernier plate by capstan-headed screws. Spirit levels are mounted on the telescope and the vernier plate.",,,"[{'name': 'Ramsden', 'role': 'maker'}, {'name': 'T. H. Court, Esq.', 'role': 'donor'}]",,towards the end of the 18th century,"['brass', 'glass', 'steel']","['8·5-in. focal length', '1-in. aperture', 'radius of 3 in.', '7-in. horizontal circle', '3-in. ring']",Illustrates many improvements in design due to Ramsden. Used to measure angles of elevation or depression.,,
